,mass,abundance
12033,33.0053271,0.0
12034,34.008935,0.0
12035,35.01679,0.0
12036,36.02188,0.0
12037,37.03037,0.0
12038,38.03658,0.0
12039,39.04538,0.0
12040,40.05218,0.0
13021,21.02897,0.0
13022,22.01954,0.0
13023,23.00724435,0.0
13024,23.9999489,0.0
13025,24.9904281,0.0
13026,25.986891904,0.0
13027,26.98153853,1.0
13028,27.98191021,0.0
13029,28.9804565,0.0
13030,29.98296,0.0
13031,30.983945,0.0
13032,31.988085,0.0
13033,32.990909,0.0
13034,33.996705,0.0
13035,34.999764,0.0
13036,36.00639,0.0
13037,37.01053,0.0
13038,38.0174,0.0
13039,39.02254,0.0
13040,40.03003,0.0
13041,41.03638,0.0
13042,42.04384,0.0
13043,43.05147,0.0
14022,22.03579,0.0
14023,23.02544,0.0
14024,24.011535,0.0
14025,25.004109,0.0
14026,25.99233384,0.0
14027,26.98670481,0.0
14028,27.97692653465,0.92223
14029,28.9764946649,0.04685
14030,29.973770136,0.03092
14031,30.975363194,0.0
14032,31.97415154,0.0
14033,32.97797696,0.0
14034,33.978576,0.0
14035,34.984583,0.0
14036,35.986695,0.0
14037,36.992921,0.0
14038,37.995523,0.0
14039,39.002491,0.0
14040,40.00583,0.0
14041,41.01301,0.0
14042,42.01778,0.0
14043,43.0248,0.0
14044,44.03061,0.0
14045,45.03995,0.0
15024,24.03577,0.0
15025,25.02119,0.0
15026,26.01178,0.0
15027,26.999224,0.0
15028,27.9923266,0.0
15029,28.98180079,0.0
15030,29.97831375,0.0
15031,30.97376199842,1.0
15032,31.973907643,0.0
15033,32.9717257,0.0
15034,33.97364589,0.0
15035,34.9733141,0.0
15036,35.97826,0.0
15037,36.979607,0.0
15038,37.984252,0.0
15039,38.986227,0.0
15040,39.99133,0.0
15041,40.994654,0.0
15042,42.00108,0.0
15043,43.00502,0.0
15044,44.01121,0.0
15045,45.01645,0.0
15046,46.02446,0.0
15047,47.03139,0.0
16026,26.02907,0.0
16027,27.01828,0.0
16028,28.00437,0.0
16029,28.996611,0.0
16030,29.98490703,0.0
16031,30.97955701,0.0
16032,31.9720711744,0.9499
16033,32.9714589098,0.0075
16034,33.967867004,0.0425
16035,34.96903231,0.0
16036,35.96708071,0.0001
16037,36.97112551,0.0
16038,37.9711633,0.0
16039,38.975134,0.0
16040,39.9754826,0.0
16041,40.9795935,0.0
16042,41.9810651,0.0
16043,42.9869076,0.0
16044,43.9901188,0.0
16045,44.99572,0.0
16046,46.00004,0.0
16047,47.00795,0.0
16048,48.0137,0.0
16049,49.02276,0.0
17028,28.02954,0.0
17029,29.01478,0.0
17030,30.00477,0.0
17031,30.992414,0.0
17032,31.98568464,0.0
17033,32.97745199,0.0
17034,33.973762485,0.0
17035,34.968852682,0.7576
17036,35.968306809,0.0
17037,36.965902602,0.2424
17038,37.96801044,0.0
17039,38.9680082,0.0
17040,39.970415,0.0
17041,40.970685,0.0
17042,41.97325,0.0
17043,42.97389,0.0
17044,43.97787,0.0
17045,44.98029,0.0
17046,45.98517,0.0
17047,46.98916,0.0
17048,47.99564,0.0
17049,49.00123,0.0
17050,50.00905,0.0
17051,51.01554,0.0
18030,30.02307,0.0
18031,31.01212,0.0
18032,31.9976378,0.0
18033,32.98992555,0.0
18034,33.98027009,0.0
18035,34.97525759,0.0
18036,35.967545105,0.003336
18037,36.96677633,0.0
18038,37.96273211,0.000629
18039,38.964313,0.0
18040,39.9623831237,0.996035
18041,40.96450057,0.0
18042,41.9630457,0.0
18043,42.9656361,0.0
18044,43.9649238,0.0
18045,44.96803973,0.0
18046,45.968083,0.0
18047,46.972935,0.0
18048,47.97591,0.0
18049,48.9819,0.0
18050,49.98613,0.0
18051,50.9937,0.0
18052,51.99896,0.0
18053,53.00729,0.0
19032,32.02265,0.0
19033,33.00756,0.0
19034,33.99869,0.0
19035,34.98800541,0.0
19036,35.98130201,0.0
19037,36.97337589,0.0
19038,37.96908112,0.0
19039,38.9637064864,0.932581
19040,39.963998166,0.000117
19041,40.9618252579,0.067302
19042,41.96240231,0.0
19043,42.9607347,0.0
19044,43.96158699,0.0
19045,44.96069149,0.0
19046,45.96198159,0.0
19047,46.9616616,0.0
19048,47.96534119,0.0
19049,48.96821075,0.0
19050,49.97238,0.0
19051,50.975828,0.0
19052,51.98224,0.0
19053,52.98746,0.0
19054,53.99463,0.0
19055,55.00076,0.0
19056,56.00851,0.0
20034,34.01487,0.0
20035,35.00514,0.0
20036,35.993074,0.0
20037,36.98589785,0.0
20038,37.97631922,0.0
20039,38.97071081,0.0
20040,39.962590863,0.96941
20041,40.96227792,0.0
20042,41.95861783,0.00647
20043,42.95876644,0.00135
20044,43.95548156,0.02086
20045,44.95618635,0.0
20046,45.953689,4e-05
20047,46.9545424,0.0
20048,47.95252276,0.00187
20049,48.95566274,0.0
20050,49.9574992,0.0
20051,50.960989,0.0
20052,51.963217,0.0
20053,52.96945,0.0
20054,53.9734,0.0
20055,54.9803,0.0
20056,55.98508,0.0
20057,56.99262,0.0
20058,57.99794,0.0
21036,36.01648,0.0
21037,37.00374,0.0
21038,37.99512,0.0
21039,38.984785,0.0
21040,39.9779673,0.0
21041,40.969251105,0.0
21042,41.96551653,0.0
21043,42.9611505,0.0
21044,43.9594029,0.0
21045,44.95590828,1.0
21046,45.95516826,0.0
21047,46.9524037,0.0
21048,47.9522236,0.0
21049,48.9500146,0.0
21050,49.952176,0.0
21051,50.953592,0.0
21052,51.95688,0.0
21053,52.95909,0.0
21054,53.96393,0.0
21055,54.96782,0.0
21056,55.97345,0.0
21057,56.97777,0.0
21058,57.98403,0.0
21059,58.98894,0.0
21060,59.99565,0.0
21061,61.001,0.0
22038,38.01145,0.0
22039,39.00236,0.0
22040,39.9905,0.0
22041,40.983148,0.0
22042,41.97304903,0.0
22043,42.9685225,0.0
22044,43.95968995,0.0
22045,44.95812198,0.0
22046,45.95262772,0.0825
22047,46.95175879,0.0744
22048,47.94794198,0.7372
22049,48.94786568,0.0541
22050,49.94478689,0.0518
22051,50.94661065,0.0
22052,51.946893,0.0
22053,52.94973,0.0
22054,53.95105,0.0
22055,54.95527,0.0
22056,55.95791,0.0
22057,56.96364,0.0
22058,57.9666,0.0
22059,58.97247,0.0
22060,59.97603,0.0
22061,60.98245,0.0
22062,61.98651,0.0
22063,62.99375,0.0
23040,40.01276,0.0
23041,41.00021,0.0
23042,41.99182,0.0
23043,42.980766,0.0
23044,43.97411,0.0
23045,44.9657748,0.0
23046,45.96019878,0.0
23047,46.95490491,0.0
23048,47.9522522,0.0
23049,48.9485118,0.0
23050,49.94715601,0.0025
23051,50.94395704,0.9975
23052,51.94477301,0.0
23053,52.9443367,0.0
23054,53.946439,0.0
23055,54.94724,0.0
23056,55.95048,0.0
23057,56.95252,0.0
23058,57.95672,0.0
23059,58.95939,0.0
23060,59.96431,0.0
23061,60.96725,0.0
23062,61.97265,0.0
23063,62.97639,0.0
23064,63.98264,0.0
23065,64.9875,0.0
23066,65.99398,0.0
24042,42.0067,0.0
24043,42.99753,0.0
24044,43.98536,0.0
24045,44.97905,0.0
24046,45.968359,0.0
24047,46.9628974,0.0
24048,47.9540291,0.0
24049,48.9513333,0.0
24050,49.94604183,0.04345
24051,50.94476502,0.0
24052,51.94050623,0.83789
24053,52.94064815,0.09501
24054,53.93887916,0.02365
24055,54.94083843,0.0
24056,55.9406531,0.0
24057,56.943613,0.0
24058,57.94435,0.0
24059,58.94859,0.0
24060,59.95008,0.0
24061,60.95442,0.0
24062,61.9561,0.0
24063,62.96165,0.0
24064,63.96408,0.0
24065,64.96996,0.0
24066,65.97366,0.0
24067,66.98016,0.0
24068,67.98403,0.0
25044,44.00715,0.0
25045,44.99449,0.0
25046,45.98609,0.0
25047,46.975775,0.0
25048,47.96852,0.0
25049,48.959595,0.0
25050,49.95423778,0.0
25051,50.94820847,0.0
25052,51.9455639,0.0
25053,52.94128889,0.0
25054,53.9403576,0.0
25055,54.93804391,1.0
25056,55.93890369,0.0
25057,56.9382861,0.0
25058,57.9400666,0.0
25059,58.9403911,0.0
25060,59.9431366,0.0
25061,60.9444525,0.0
25062,61.94795,0.0
25063,62.9496647,0.0
25064,63.9538494,0.0
25065,64.9560198,0.0
25066,65.960547,0.0
25067,66.96424,0.0
25068,67.96962,0.0
25069,68.97366,0.0
25070,69.97937,0.0
25071,70.98368,0.0
26045,45.01442,0.0
26046,46.00063,0.0
26047,46.99185,0.0
26048,47.98023,0.0
26049,48.973429,0.0
26050,49.962975,0.0
26051,50.956841,0.0
26052,51.9481131,0.0
26053,52.9453064,0.0
26054,53.93960899,0.05845
26055,54.93829199,0.0
26056,55.93493633,0.91754
26057,56.93539284,0.02119
26058,57.93327443,0.00282
26059,58.93487434,0.0
26060,59.9340711,0.0
26061,60.9367462,0.0
26062,61.9367918,0.0
26063,62.9402727,0.0
26064,63.9409878,0.0
26065,64.9450115,0.0
26066,65.94625,0.0
26067,66.95054,0.0
26068,67.95295,0.0
26069,68.95807,0.0
26070,69.96102,0.0
26071,70.96672,0.0
26072,71.96983,0.0
26073,72.97572,0.0
26074,73.97935,0.0
27047,47.01057,0.0
27048,48.00093,0.0
27049,48.98891,0.0
27050,49.98091,0.0
27051,50.970647,0.0
27052,51.96351,0.0
27053,52.9542041,0.0
27054,53.94845987,0.0
27055,54.9419972,0.0
27056,55.9398388,0.0
27057,56.93629057,0.0
27058,57.9357521,0.0
27059,58.93319429,1.0
27060,59.9338163,0.0
27061,60.93247662,0.0
27062,61.934059,0.0
27063,62.9336,0.0
27064,63.935811,0.0
27065,64.9364621,0.0
27066,65.939443,0.0
27067,66.9406096,0.0
27068,67.94426,0.0
27069,68.94614,0.0
27070,69.94963,0.0
27071,70.95237,0.0
27072,71.95729,0.0
27073,72.96039,0.0
27074,73.96515,0.0
27075,74.96876,0.0
27076,75.97413,0.0
28048,48.01769,0.0
28049,49.0077,0.0
28050,49.99474,0.0
28051,50.98611,0.0
28052,51.9748,0.0
28053,52.96819,0.0
28054,53.957892,0.0
28055,54.95133063,0.0
28056,55.94212855,0.0
28057,56.93979218,0.0
28058,57.93534241,0.68077
28059,58.9343462,0.0
28060,59.93078588,0.26223
28061,60.93105557,0.011399
28062,61.92834537,0.036346
28063,62.92966963,0.0
28064,63.92796682,0.009255
28065,64.93008517,0.0
28066,65.9291393,0.0
28067,66.9315694,0.0
28068,67.9318688,0.0
28069,68.9356103,0.0
28070,69.9364313,0.0
28071,70.940519,0.0
28072,71.9417859,0.0
28073,72.9462067,0.0
28074,73.94798,0.0
28075,74.9525,0.0
28076,75.95533,0.0
28077,76.96055,0.0
28078,77.96336,0.0
28079,78.97025,0.0
29052,51.99671,0.0
29053,52.98459,0.0
29054,53.97666,0.0
29055,54.96604,0.0
29056,55.95895,0.0
29057,56.9492125,0.0
29058,57.94453305,0.0
29059,58.93949748,0.0
29060,59.9373645,0.0
29061,60.9334576,0.0
29062,61.93259541,0.0
29063,62.92959772,0.6915
29064,63.92976434,0.0
29065,64.9277897,0.3085
29066,65.92886903,0.0
29067,66.9277303,0.0
29068,67.9296109,0.0
29069,68.9294293,0.0
29070,69.9323921,0.0
29071,70.9326768,0.0
29072,71.9358203,0.0
29073,72.9366744,0.0
29074,73.9398749,0.0
29075,74.9415226,0.0
29076,75.945275,0.0
29077,76.94792,0.0
29078,77.95223,0.0
29079,78.95502,0.0
29080,79.96089,0.0
29081,80.96587,0.0
29082,81.97244,0.0
30054,53.99204,0.0
30055,54.98398,0.0
30056,55.97254,0.0
30057,56.96506,0.0
30058,57.954591,0.0
30059,58.94931266,0.0
30060,59.9418421,0.0
30061,60.939507,0.0
30062,61.93433397,0.0
30063,62.9332115,0.0
30064,63.92914201,0.4917
30065,64.92924077,0.0
30066,65.92603381,0.2773
30067,66.92712775,0.0404
30068,67.92484455,0.1845
30069,68.9265507,0.0
30070,69.9253192,0.0061
30071,70.9277196,0.0
30072,71.9268428,0.0
30073,72.9295826,0.0
30074,73.9294073,0.0
30075,74.9328402,0.0
30076,75.933115,0.0
30077,76.9368872,0.0
30078,77.9382892,0.0
30079,78.9426381,0.0
30080,79.9445529,0.0
30081,80.9504026,0.0
30082,81.95426,0.0
30083,82.96056,0.0
30084,83.96521,0.0
30085,84.97226,0.0
31056,55.99536,0.0
31057,56.9832,0.0
31058,57.97478,0.0
31059,58.96353,0.0
31060,59.95729,0.0
31061,60.949399,0.0
31062,61.94419025,0.0
31063,62.9392942,0.0
31064,63.9368404,0.0
31065,64.93273459,0.0
31066,65.9315894,0.0
31067,66.9282025,0.0
31068,67.9279805,0.0
31069,68.9255735,0.60108
31070,69.9260219,0.0
31071,70.92470258,0.39892
31072,71.92636747,0.0
31073,72.9251747,0.0
31074,73.9269457,0.0
31075,74.9265002,0.0
31076,75.9288276,0.0
31077,76.9291543,0.0
31078,77.9316088,0.0
31079,78.9328523,0.0
31080,79.9364208,0.0
31081,80.9381338,0.0
31082,81.9431765,0.0
31083,82.9471203,0.0
31084,83.95246,0.0
31085,84.95699,0.0
31086,85.96301,0.0
31087,86.96824,0.0
32058,57.99172,0.0
32059,58.98249,0.0
32060,59.97036,0.0
32061,60.96379,0.0
32062,61.95502,0.0
32063,62.949628,0.0
32064,63.9416899,0.0
32065,64.9393681,0.0
32066,65.9338621,0.0
32067,66.9327339,0.0
32068,67.9280953,0.0
32069,68.9279645,0.0
32070,69.92424875,0.2057
32071,70.92495233,0.0
32072,71.922075826,0.2745
32073,72.923458956,0.0775
32074,73.921177761,0.365
32075,74.92285837,0.0
32076,75.921402726,0.0773
32077,76.923549843,0.0
32078,77.9228529,0.0
32079,78.92536,0.0
32080,79.9253508,0.0
32081,80.9288329,0.0
32082,81.929774,0.0
32083,82.9345391,0.0
32084,83.9375751,0.0
32085,84.9429697,0.0
32086,85.94658,0.0
32087,86.95268,0.0
32088,87.95691,0.0
32089,88.96379,0.0
32090,89.96863,0.0
33060,59.99388,0.0
33061,60.98112,0.0
33062,61.97361,0.0
33063,62.9639,0.0
33064,63.95743,0.0
33065,64.949611,0.0
33066,65.9441488,0.0
33067,66.93925111,0.0
33068,67.9367741,0.0
33069,68.932246,0.0
33070,69.930926,0.0
33071,70.9271138,0.0
33072,71.9267523,0.0
33073,72.9238291,0.0
33074,73.9239286,0.0
33075,74.92159457,1.0
33076,75.92239202,0.0
33077,76.9206476,0.0
33078,77.921828,0.0
33079,78.9209484,0.0
33080,79.9224746,0.0
33081,80.9221323,0.0
33082,81.9247412,0.0
33083,82.9252069,0.0
33084,83.9293033,0.0
33085,84.9321637,0.0
33086,85.9367015,0.0
33087,86.9402917,0.0
33088,87.94555,0.0
33089,88.94976,0.0
33090,89.95563,0.0
33091,90.96039,0.0
33092,91.96674,0.0
34064,63.97109,0.0
34065,64.9644,0.0
34066,65.95559,0.0
34067,66.949994,0.0
34068,67.94182524,0.0
34069,68.9394148,0.0
34070,69.9335155,0.0
34071,70.9322094,0.0
34072,71.9271405,0.0
34073,72.9267549,0.0
34074,73.922475934,0.0089
34075,74.92252287,0.0
34076,75.919213704,0.0937
34077,76.919914154,0.0763
34078,77.91730928,0.2377
34079,78.91849929,0.0
34080,79.9165218,0.4961
34081,80.917993,0.0
34082,81.9166995,0.0873
34083,82.9191186,0.0
34084,83.9184668,0.0
34085,84.9222608,0.0
34086,85.9243117,0.0
34087,86.9286886,0.0
34088,87.9314175,0.0
34089,88.9366691,0.0
34090,89.9401,0.0
34091,90.94596,0.0
34092,91.94984,0.0
34093,92.95629,0.0
34094,93.96049,0.0
34095,94.9673,0.0
35067,66.96465,0.0
35068,67.95873,0.0
35069,68.950497,0.0
35070,69.944792,0.0
35071,70.9393422,0.0
35072,71.9365886,0.0
35073,72.9316715,0.0
35074,73.9299102,0.0
35075,74.9258105,0.0
35076,75.924542,0.0
35077,76.9213792,0.0
35078,77.9211459,0.0
35079,78.9183376,0.5069
35080,79.9185298,0.0
35081,80.9162897,0.4931
35082,81.9168032,0.0
35083,82.9151756,0.0
35084,83.916496,0.0
35085,84.9156458,0.0
35086,85.9188054,0.0
35087,86.920674,0.0
35088,87.9240833,0.0
35089,88.9267046,0.0
35090,89.9312928,0.0
35091,90.9343986,0.0
35092,91.9396316,0.0
35093,92.94313,0.0
35094,93.9489,0.0
35095,94.95301,0.0
35096,95.95903,0.0
35097,96.96344,0.0
35098,97.96946,0.0
36069,68.96518,0.0
36070,69.95604,0.0
36071,70.95027,0.0
36072,71.9420924,0.0
36073,72.9392892,0.0
36074,73.933084,0.0
36075,74.9309457,0.0
36076,75.9259103,0.0
36077,76.92467,0.0
36078,77.92036494,0.00355
36079,78.9200829,0.0
36080,79.91637808,0.02286
36081,80.9165912,0.0
36082,81.91348273,0.11593
36083,82.91412716,0.115
36084,83.9114977282,0.56987
36085,84.9125273,0.0
36086,85.9106106269,0.17279
36087,86.91335476,0.0
36088,87.9144479,0.0
36089,88.9178355,0.0
36090,89.9195279,0.0
36091,90.9238063,0.0
36092,91.9261731,0.0
36093,92.9311472,0.0
36094,93.93414,0.0
36095,94.939711,0.0
36096,95.943017,0.0
36097,96.94909,0.0
36098,97.95243,0.0
36099,98.95839,0.0
36100,99.96237,0.0
36101,100.96873,0.0
37071,70.96532,0.0
37072,71.95908,0.0
37073,72.95053,0.0
37074,73.9442659,0.0
37075,74.9385732,0.0
37076,75.935073,0.0
37077,76.9304016,0.0
37078,77.9281419,0.0
37079,78.9239899,0.0
37080,79.9225164,0.0
37081,80.9189939,0.0
37082,81.918209,0.0
37083,82.9151142,0.0
37084,83.9143752,0.0
37085,84.9117897379,0.7217
37086,85.91116743,0.0
37087,86.909180531,0.2783
37088,87.91131559,0.0
37089,88.9122783,0.0
37090,89.9147985,0.0
37091,90.9165372,0.0
37092,91.9197284,0.0
37093,92.9220393,0.0
37094,93.9263948,0.0
37095,94.92926,0.0
37096,95.9341334,0.0
37097,96.9371771,0.0
37098,97.9416869,0.0
37099,98.94503,0.0
37100,99.95003,0.0
37101,100.95404,0.0
37102,101.95952,0.0
37103,102.96392,0.0
38073,72.9657,0.0
38074,73.95617,0.0
38075,74.94995,0.0
38076,75.941763,0.0
38077,76.9379455,0.0
38078,77.93218,0.0
38079,78.9297077,0.0
38080,79.9245175,0.0
38081,80.9232114,0.0
38082,81.9183999,0.0
38083,82.9175544,0.0
38084,83.9134191,0.0056
38085,84.912932,0.0
38086,85.9092606,0.0986
38087,86.9088775,0.07
38088,87.9056125,0.8258
38089,88.9074511,0.0
38090,89.90773,0.0
38091,90.9101954,0.0
38092,91.9110382,0.0
38093,92.9140242,0.0
38094,93.9153556,0.0
38095,94.9193529,0.0
38096,95.9217066,0.0
38097,96.926374,0.0
38098,97.9286888,0.0
38099,98.9328907,0.0
38100,99.93577,0.0
38101,100.940352,0.0
38102,101.943791,0.0
38103,102.94909,0.0
38104,103.95265,0.0
38105,104.95855,0.0
38106,105.96265,0.0
38107,106.96897,0.0
39076,75.95856,0.0
39077,76.949781,0.0
39078,77.94361,0.0
39079,78.93735,0.0
39080,79.9343561,0.0
39081,80.9294556,0.0
39082,81.9269314,0.0
39083,82.922485,0.0
39084,83.9206721,0.0
39085,84.916433,0.0
39086,85.914886,0.0
39087,86.9108761,0.0
39088,87.9095016,0.0
39089,88.9058403,1.0
39090,89.9071439,0.0
39091,90.9072974,0.0
39092,91.9089451,0.0
39093,92.909578,0.0
39094,93.9115906,0.0
39095,94.9128161,0.0
39096,95.9158968,0.0
39097,96.9182741,0.0
39098,97.9223821,0.0
39099,98.924148,0.0
39100,99.927715,0.0
39101,100.9301477,0.0
39102,101.9343277,0.0
39103,102.937243,0.0
39104,103.94196,0.0
39105,104.94544,0.0
39106,105.95056,0.0
39107,106.95452,0.0
39108,107.95996,0.0
39109,108.96436,0.0
40078,77.95566,0.0
40079,78.94948,0.0
40080,79.9404,0.0
40081,80.93731,0.0
40082,81.93135,0.0
40083,82.9292421,0.0
40084,83.9233269,0.0
40085,84.9214444,0.0
40086,85.9162972,0.0
40087,86.914818,0.0
40088,87.9102213,0.0
40089,88.9088814,0.0
40090,89.9046977,0.5145
40091,90.9056396,0.1122
40092,91.9050347,0.1715
40093,92.9064699,0.0
40094,93.9063108,0.1738
40095,94.9080385,0.0
40096,95.9082714,0.028
40097,96.9109512,0.0
40098,97.9127289,0.0
40099,98.916667,0.0
40100,99.9180006,0.0
40101,100.921448,0.0
40102,101.9231409,0.0
40103,102.927191,0.0
40104,103.929436,0.0
40105,104.934008,0.0
40106,105.93676,0.0
40107,106.94174,0.0
40108,107.94487,0.0
40109,108.95041,0.0
40110,109.95396,0.0
40111,110.95968,0.0
40112,111.9637,0.0
41081,80.9496,0.0
41082,81.94396,0.0
41083,82.93729,0.0
41084,83.93449,0.0
41085,84.9288458,0.0
41086,85.9257828,0.0
41087,86.9206937,0.0
41088,87.918222,0.0
41089,88.913445,0.0
41090,89.9112584,0.0
41091,90.9069897,0.0
41092,91.9071881,0.0
41093,92.906373,1.0
41094,93.9072788,0.0
41095,94.9068324,0.0
41096,95.9080973,0.0
41097,96.9080959,0.0
41098,97.9103265,0.0
41099,98.911613,0.0
41100,99.9143276,0.0
41101,100.9153103,0.0
41102,101.9180772,0.0
41103,102.9194572,0.0
41104,103.9228925,0.0
41105,104.9249465,0.0
41106,105.9289317,0.0
41107,106.9315937,0.0
41108,107.9360748,0.0
41109,108.93922,0.0
41110,109.94403,0.0
41111,110.94753,0.0
41112,111.95247,0.0
41113,112.95651,0.0
41114,113.96201,0.0
41115,114.96634,0.0
42083,82.94988,0.0
42084,83.94149,0.0
42085,84.938261,0.0
42086,85.9311748,0.0
42087,86.9281962,0.0
42088,87.9219678,0.0
42089,88.9194682,0.0
42090,89.9139309,0.0
42091,90.9117453,0.0
42092,91.90680796,0.1453
42093,92.90680958,0.0
42094,93.9050849,0.0915
42095,94.90583877,0.1584
42096,95.90467612,0.1667
42097,96.90601812,0.096
42098,97.90540482,0.2439
42099,98.90770851,0.0
42100,99.9074718,0.0982
42101,100.9103414,0.0
42102,101.9102834,0.0
42103,102.913079,0.0
42104,103.9137344,0.0
42105,104.916969,0.0
42106,105.918259,0.0
42107,106.922106,0.0
42108,107.924033,0.0
42109,108.928424,0.0
42110,109.930704,0.0
42111,110.935654,0.0
42112,111.93831,0.0
42113,112.94335,0.0
42114,113.94653,0.0
42115,114.95196,0.0
42116,115.95545,0.0
42117,116.96117,0.0
43085,84.95058,0.0
43086,85.94493,0.0
43087,86.9380672,0.0
43088,87.93378,0.0
43089,88.9276487,0.0
43090,89.9240739,0.0
43091,90.9184254,0.0
43092,91.9152698,0.0
43093,92.910246,0.0
43094,93.9096536,0.0
43095,94.9076536,0.0
43096,95.907868,0.0
43097,96.9063667,0.0
43098,97.9072124,0.0
43099,98.9062508,0.0
43100,99.9076539,0.0
43101,100.907309,0.0
43102,101.9092097,0.0
43103,102.909176,0.0
43104,103.911425,0.0
43105,104.911655,0.0
43106,105.914358,0.0
43107,106.9154606,0.0
43108,107.9184957,0.0
43109,108.920256,0.0
43110,109.923744,0.0
43111,110.925901,0.0
43112,111.9299458,0.0
43113,112.932569,0.0
43114,113.93691,0.0
43115,114.93998,0.0
43116,115.94476,0.0
43117,116.94806,0.0
43118,117.95299,0.0
43119,118.95666,0.0
43120,119.96187,0.0
44087,86.95069,0.0
44088,87.9416,0.0
44089,88.93762,0.0
44090,89.9303444,0.0
44091,90.9267419,0.0
44092,91.9202344,0.0
